2024-02-19T16:00:35.695855
,Long Name,Sector,Price,Trailing PE,Forward PE,Market Cap,Dividend Yield,Payout Ratio
CMPO,"CompoSecure, Inc.",Industrials,5.2,5.361702,4.6666665,399.748608,,
CMPR,Cimpress plc,Communication Services,78.25,,19.742783,2000.09984,,
CMRE,Costamare Inc.,Industrials,10.98,2.9342465,4.0112357,1261.04896,4.3,12.6
CMRX,"Chimerix, Inc.",Healthcare,0.94,,-1.1419512,83.237808,,
CMTG,"Claros Mortgage Trust, Inc.",Real Estate,12.41,,12.103092,1628.678272,8.520000399999999,360.98
CMTL,Comtech Telecommunications Corp.,Technology,6.76,,5.3193274,180.23408,5.1599998000000005,400.0
CNDT,Conduent Incorporated,Technology,3.71,,90.0,782.233216,,
CNK,"Cinemark Holdings, Inc.",Communication Services,13.86,23.05,15.715909,1681.90784,,
CNMD,CONMED Corporation,Healthcare,95.73,50.31579,21.727272,2939.9104,0.84,42.110002
CNNE,"Cannae Holdings, Inc.",Consumer Cyclical,20.56,,-25.63291,1431.917952,,
CNO,"CNO Financial Group, Inc.",Financial Services,27.94,63.2093,8.767742,3048.807936,2.21,134.88001
CNOB,"ConnectOne Bancorp, Inc.",Financial Services,23.37,11.033817,9.930435,879.792256,2.98,32.129999999999995
CNS,"Cohen & Steers, Inc.",Financial Services,71.63,27.084616,21.535168,3460.340224,3.24,87.69
CNSL,"Consolidated Communications Holdings, Inc.",Communication Services,4.34,,-3.417323,504.273312,,
CNTY,"Century Casinos, Inc.",Consumer Cyclical,3.65,,-7.0816326,105.348856,,
CNX,CNX Resources Corporation,Energy,20.83,2.2149124,9.483568,3106.699264,,
CNXN,"PC Connection, Inc.",Technology,66.22,21.793919,18.862574,1694.774528,0.5,8.1099994
COCO,"The Vita Coco Company, Inc.",Consumer Defensive,20.14,31.25397,22.632185,1118.447104,,
CODI,Compass Diversified,Industrials,22.53,,10.620193,1664.930048,4.5300003,404.62
COGT,"Cogent Biosciences, Inc.",Healthcare,4.43,,-2.1196172,381.530176,,
COHU,"Cohu, Inc.",Technology,32.51,29.5,27.000002,1513.512576,,
COKE,"Coca-Cola Consolidated, Inc.",Consumer Defensive,866.61,17.934416,22.120956,8074.402816,0.2299999999999999,3.65
COLL,"Collegium Pharmaceutical, Inc.",Healthcare,33.58,137.33333,10.299999,1074.855296,,
COMM,"CommScope Holding Company, Inc.",Technology,2.43,,2.9367087,491.97456,,
COMP,"Compass, Inc.",Real Estate,3.5,,-11.096774,1579.046016,,
CONN,"Conn's, Inc.",Consumer Cyclical,4.62,,-3.5546877,111.70296,,
COOK,"Traeger, Inc.",Consumer Cyclical,2.28,,43.8,275.521728,,
COOP,Mr. Cooper Group Inc.,Financial Services,68.24,10.038748,8.096154,4351.456256,,
CORT,Corcept Therapeutics Incorporated,Healthcare,22.0,26.375,20.89109,2175.009024,,
COUR,"Coursera, Inc.",Consumer Defensive,19.77,,478.5,2919.768576,,
CPE,Callon Petroleum Company,Energy,33.33,3.1214771,5.0344825,2135.160832,,
CPF,Central Pacific Financial Corp.,Financial Services,20.18,8.165255,10.036459,521.157152,5.25,44.07
CPK,Chesapeake Utilities Corporation,Utilities,103.04,20.543612,18.583487,2251.99104,2.33,45.610002
CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,14.71,26.181816,11.999999,1692.935936,,
CPSI,"Computer Programs and Systems, Inc.",Healthcare,10.52,,5.5054345,147.379344,,
CPSS,"Consumer Portfolio Services, Inc.",Financial Services,9.49,4.2910795,11.012049,193.039552,,
CPTN,"Cepton, Inc.",Technology,2.72,,-1.1644444,41.518876,,
CRAI,"CRA International, Inc.",Industrials,108.18,21.577465,18.650434,750.864448,1.5700001,28.97
CRBU,"Caribou Biosciences, Inc.",Healthcare,6.0,,-3.5229886,542.082688,,
CRC,California Resources Corporation,Energy,50.7,7.55626,9.574297,3271.792128,2.5999999,17.909999
CRDO,Credo Technology Group Holding Ltd,Technology,20.75,,53.973686,3307.442688,,
CRGE,"Charge Enterprises, Inc.",Communication Services,0.1434,,-1.7187501,29.568,,
CRGY,Crescent Energy Company,Energy,11.58,,8.700788,1985.209856,4.34,23.84
CRK,"Comstock Resources, Inc.",Energy,8.1,3.486607,9.297619,2174.530304,6.4,22.32
CRMT,"America's Car-Mart, Inc.",Consumer Cyclical,62.44,,11.732177,389.260032,,
CRNC,Cerence Inc.,Technology,20.37,,19.821783,825.574784,,
CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,37.0,,-10.697947,2436.8384,,
CROX,"Crocs, Inc.",Consumer Cyclical,103.0,9.352995,8.585449,6146.29888,,
CRS,Carpenter Technology Corporation,Industrials,63.62,21.311419,12.858038,3043.309824,1.2999999,27.68
CRSR,"Corsair Gaming, Inc.",Technology,13.05,115.72727,15.912499,1310.922624,,
CRVL,CorVel Corporation,Financial Services,239.61,54.857807,,4025.7024,,
CSGS,"CSG Systems International, Inc.",Technology,52.19,20.9625,12.769035,1492.753024,2.23,46.040002
CSR,Centerspace,Real Estate,55.48,20.132353,140.41026,878.870592,5.33,107.35
CSTE,Caesarstone Ltd.,Industrials,4.1,,-8.695652,138.0972,7.53,
CSTL,"Castle Biosciences, Inc.",Healthcare,23.9,,-8.013888,621.094336,,
CSTM,Constellium SE,Basic Materials,19.18,17.523363,9.517766,2752.875008,,
CSTR,"CapStar Financial Holdings, Inc.",Financial Services,18.56,11.660257,13.885497,376.751296,2.42,26.92
CSV,"Carriage Services, Inc.",Consumer Cyclical,25.17,12.803108,10.743478,370.192864,1.82,23.32
CSWI,"CSW Industrials, Inc.",Industrials,217.91,31.815039,26.747156,3290.061824,0.36000002,10.83
CTBI,"Community Trust Bancorp, Inc.",Financial Services,41.95,9.518349,9.787736,746.99168,4.4299997,41.279998
CTKB,"Cytek Biosciences, Inc.",Healthcare,8.24,,-125.833336,1023.394944,,
CTLP,"Cantaloupe, Inc.",Technology,6.92,45.399998,30.954546,495.2736,,
CTO,"CTO Realty Growth, Inc.",Real Estate,17.0,,-21.467533,375.006208,9.2,748.28005
CTOS,"Custom Truck One Source, Inc.",Industrials,6.58,24.222221,16.35,1588.4352,,
CTRE,"CareTrust REIT, Inc.",Real Estate,21.27,49.809525,20.509804,2491.823104,5.35,265.48002
CTRN,"Citi Trends, Inc.",Consumer Cyclical,27.246,,-86.87097,230.099072,,
CTS,CTS Corporation,Technology,42.35,21.610527,17.930132,1279.347584,0.3899999999999999,8.42
CTV,Innovid Corp.,Communication Services,1.47,,-152.0,213.65728,,
CUBI,"Customers Bancorp, Inc.",Financial Services,54.92,7.300546,7.2216215,1680.2016,,
CURO,CURO Group Holdings Corp.,Financial Services,0.89,,-0.58680004,36.3527,31.430000000000003,
CURV,Torrid Holdings Inc.,Consumer Cyclical,5.3,46.90909,27.157894,537.171456,,
CUTR,"Cutera, Inc.",Healthcare,2.7,,-0.9010239,52.839868,,
CVBF,CVB Financial Corp.,Financial Services,17.41,10.54717,10.416149,2336.815616,4.77,50.310004
CVCO,"Cavco Industries, Inc.",Consumer Cyclical,334.59,15.012212,14.647839,2763.3536,,
CVGW,"Calavo Growers, Inc.",Consumer Defensive,27.41,,16.617834,463.387104,1.53,
CVI,"CVR Energy, Inc.",Energy,34.5,4.2968154,13.82377,3390.910464,5.9299998,24.200001
CVLG,"Covenant Logistics Group, Inc.",Industrials,49.92,12.331633,9.441406,625.843456,0.91,10.46
CVLT,"Commvault Systems, Inc.",Technology,90.88,,28.47205,4014.896384,,
CWH,"Camping World Holdings, Inc.",Consumer Cyclical,24.91,95.57693,17.5,1112.787968,2.01,769.23
CWK,Cushman & Wakefield plc,Real Estate,10.64,,9.924529,2390.701568,,
CWST,"Casella Waste Systems, Inc.",Industrials,86.51,129.30302,72.94017,4948.243456,,
CWT,California Water Service Group,Utilities,46.03,61.175674,19.021008,2612.577024,2.47,139.19001
CXW,"CoreCivic, Inc.",Industrials,14.59,24.947369,18.467533,1615.463168,,
CYH,"Community Health Systems, Inc.",Healthcare,3.8,2.0054646,52.428574,502.059648,,
CYRX,"Cryoport, Inc.",Industrials,14.97,,-14.806123,710.463296,,
CYTK,"Cytokinetics, Incorporated",Healthcare,78.73,,-17.24724,7660.927488,,
CZNC,Citizens & Northern Corporation,Financial Services,21.175,12.910828,11.324023,310.03168,5.52,53.5
DAN,Dana Incorporated,Consumer Cyclical,13.82,,10.761905,1957.223296,2.95,59.7
DAWN,"Day One Biopharmaceuticals, Inc.",Healthcare,14.41,,-6.71875,1309.995648,,
DBI,Designer Brands Inc.,Consumer Cyclical,8.85,5.49359,10.580247,487.266176,2.33,12.82
DBRG,"DigitalBridge Group, Inc.",Real Estate,20.09,,-41.78723,3209.392128,0.2,
DC,Dakota Gold Corp.,Basic Materials,2.23,,,182.154624,,
DCGO,DocGo Inc.,Healthcare,3.69,52.857143,9.736842,384.4152,,
DCO,Ducommun Incorporated,Industrials,49.68,34.270832,15.421874,720.332288,,
DCOM,"Dime Community Bancshares, Inc.",Financial Services,23.86,9.960699,7.758503,885.55264,4.38,43.23
DCPH,"Deciphera Pharmaceuticals, Inc.",Healthcare,14.33,,-6.172414,1147.362816,,
DDD,3D Systems Corporation,Technology,4.92,,95.799995,639.148864,,
DDS,"Dillard's, Inc.",Consumer Cyclical,394.94,8.397008,13.935588,6282.216448,0.26,1.84
DEA,"Easterly Government Properties, Inc.",Real Estate,12.6,37.21212,43.857143,1169.067008,8.63,321.21
DENN,Denny's Corporation,Consumer Cyclical,10.85,20.442308,15.185715,564.297792,,
DFH,"Dream Finders Homes, Inc.",Consumer Cyclical,33.35,12.59387,11.493007,3060.46976,,
DFIN,"Donnelley Financial Solutions, Inc.",Financial Services,63.16,22.838234,17.498592,1808.164096,,
DGICA,Donegal Group Inc.,Financial Services,15.02,48.419353,14.028037,498.849856,4.5300003,216.13
DGII,Digi International Inc.,Technology,24.97,36.28358,11.0,879.985536,,
DHC,Diversified Healthcare Trust,Real Estate,3.05,,-2.7333333,690.091456,1.39,2.3
DHIL,"Diamond Hill Investment Group, Inc.",Financial Services,163.39,11.017265,,459.195936,3.75,41.439998
DHT,"DHT Holdings, Inc.",Energy,11.18,9.754386,7.0828023,1790.32,10.34,87.48
DHX,"DHI Group, Inc.",Technology,2.53,28.625,20.818182,107.212992,,
DIBS,"1stdibs.Com, Inc.",Consumer Cyclical,4.8,,-9.808511,184.313344,,
DIN,"Dine Brands Global, Inc.",Consumer Cyclical,47.36,9.658385,7.2890625,720.416,4.37,42.240003
DIOD,Diodes Incorporated,Technology,66.65,10.601575,21.928339,3092.559616,,
DJCO,Daily Journal Corporation,Technology,338.0,20.623877,,442.467296,,
DK,"Delek US Holdings, Inc.",Energy,27.98,23.301725,24.572727,1728.122496,3.55,77.16
DLTH,Duluth Holdings Inc.,Consumer Cyclical,4.96,,-37.538464,168.239472,,
DLX,Deluxe Corporation,Communication Services,19.74,27.405796,5.854489,826.225152,6.35,173.91
DM,"Desktop Metal, Inc.",Technology,0.6153,,-4.6335716,210.65624,,
DMRC,Digimarc Corporation,Technology,36.89,,-27.671875,721.0768,,
DNLI,Denali Therapeutics Inc.,Healthcare,16.6,,-5.3905725,2212.53376,,
DNMR,"Danimer Scientific, Inc.",Basic Materials,0.6458,,-0.45571432,65.098332,,
DNOW,DNOW Inc.,Industrials,10.37,8.550848,10.191919,1072.879808,,
DNUT,"Krispy Kreme, Inc.",Consumer Defensive,13.51,,34.973686,2240.614144,1.05,
DO,"Diamond Offshore Drilling, Inc.",Energy,12.54,27.11111,15.641026,1248.32832,,
DOC,Physicians Realty Trust,Real Estate,12.43,61.199997,53.21739,3040.52608,7.52,460.0
DOCN,"DigitalOcean Holdings, Inc.",Technology,34.73,,20.814816,2900.22016,,
DOMA,Doma Holdings Inc.,Financial Services,4.2,,-1.9392523,55.762308,,
DOMO,"Domo, Inc.",Technology,11.11,,-181.16667,398.0344,,
DOOR,Masonite International Corporation,Industrials,93.42,12.910238,10.61707,2016.428928,,
DORM,"Dorman Products, Inc.",Consumer Cyclical,83.69,26.604576,15.62572,2563.446272,,
DOUG,Douglas Elliman Inc.,Real Estate,2.22,,-72.00001,191.60776,,37.580000000000005
DRH,DiamondRock Hospitality Company,Real Estate,9.33,22.85,22.292685,1925.81632,1.3099999,30.0
DRQ,"Dril-Quip, Inc.",Energy,21.23,2007.0,29.086956,686.054784,,
DSGN,"Design Therapeutics, Inc.",Healthcare,2.34,,-1.6928571,132.724736,,
DSGR,"Distribution Solutions Group, Inc.",Industrials,33.16,290.18182,28.247787,1495.324288,,
DSKE,"Daseke, Inc.",Industrials,8.14,58.14286,54.266666,378.602816,,
DSP,Viant Technology Inc.,Technology,9.12,,-53.5625,536.682528,,
DTC,"Solo Brands, Inc.",Consumer Cyclical,2.88,7.3421054,3.8749998,161.391456,,
DUOL,"Duolingo, Inc.",Technology,184.96,,223.6125,7515.848704,,
DVAX,Dynavax Technologies Corporation,Healthcare,13.0,31.512196,58.727272,1670.052096,,
DX,"Dynex Capital, Inc.",Real Estate,12.5,,27.2,698.147584,12.75,821.05
DXLG,"Destination XL Group, Inc.",Consumer Cyclical,4.38,8.895834,14.233333,256.977568,,
DXPE,"DXP Enterprises, Inc.",Industrials,33.2,9.734139,10.196202,521.203616,,
DY,"Dycom Industries, Inc.",Industrials,114.99,15.0742235,15.644258,3277.088,,
DYN,"Dyne Therapeutics, Inc.",Healthcare,21.11,,-6.993464,1680.619008,,
DZSI,DZS Inc.,Technology,1.65,,2.3283582,58.588604,,
EAF,GrafTech International Ltd.,Industrials,1.47,26.6,-6.65,341.554656,3.01,60.0
EAT,"Brinker International, Inc.",Consumer Cyclical,40.59,13.670926,10.943734,1891.450752,,
EB,"Eventbrite, Inc.",Technology,8.65,,-209.25,842.214528,,
EBC,"Eastern Bankshares, Inc.",Financial Services,14.5,,9.306666,2462.92096,3.15,33.060002
EBF,"Ennis, Inc.",Industrials,20.63,11.912281,14.44681,527.067648,4.9099997,58.48
EBS,Emergent BioSolutions Inc.,Healthcare,1.73,,1.0844156,86.646944,,
EBTC,"Enterprise Bancorp, Inc.",Financial Services,29.68,9.138264,,348.790144,3.3800002000000005,29.58
ECPG,"Encore Capital Group, Inc.",Financial Services,51.71,,7.599393,1178.31232,,
ECVT,Ecovyst Inc.,Basic Materials,9.49,18.156864,9.168317,1075.243392,,
EDIT,"Editas Medicine, Inc.",Healthcare,7.23,,-2.9537814,574.16608,,
EE,"Excelerate Energy, Inc.",Energy,15.61,13.206897,18.682926,1658.895488,0.64999997,8.62
EFC,Ellington Financial Inc.,Real Estate,12.57,11.0,6.9375,997.618048,14.739999,162.16
EFSC,Enterprise Financial Services Corp,Financial Services,42.8,8.211045,8.8953,1557.62816,2.4,19.72
EGAN,eGain Corporation,Technology,7.63,53.57143,17.045454,236.139008,,
EGBN,"Eagle Bancorp, Inc.",Financial Services,26.88,7.5121217,8.790781,741.85568,7.26,40.91
EGHT,"8x8, Inc.",Technology,3.55,,6.5882354,410.47104,,
EGIO,"Edgio, Inc.",Technology,0.2745,,-2.1683333,60.94248,,
EGLE,Eagle Bulk Shipping Inc.,Industrials,54.78,17.957655,9.265547,547.55616,2.5,100.33001
EGRX,"Eagle Pharmaceuticals, Inc.",Healthcare,5.48,6.894118,1.6839081,76.103824,,
EGY,"VAALCO Energy, Inc.",Energy,4.48,13.741936,3.908257,447.977376,5.87,70.97
EHTH,"eHealth, Inc.",Financial Services,6.86,,-22.666666,192.88064,,
EIG,"Employers Holdings, Inc.",Financial Services,41.99,9.460318,11.852273,1073.067648,2.6800001,24.49
EIGR,"Eiger BioPharmaceuticals, Inc.",Healthcare,6.12,,-1.1599326,10.193686,,
ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,159.73,74.54672,49.237656,8805.927936,,
ELME,Elme Communities,Real Estate,14.73,,241.33333,1271.816064,4.97,196.72
EMBC,Embecta Corp.,Healthcare,17.13,14.049179,7.7207203,986.818304,3.5000000000000004,49.18
EME,"EMCOR Group, Inc.",Industrials,230.96,19.922272,17.373192,10731.297792,0.32,5.7600003
ENFN,"Enfusion, Inc.",Technology,8.01,112.85715,31.6,697.408832,,
RENB,Renovaro Biosciences Inc.,Healthcare,4.43,,,293.76928,,
ENR,"Energizer Holdings, Inc.",Industrials,32.63,16.29897,9.19186,2269.389824,3.8,61.86000000000001
ENS,EnerSys,Industrials,98.88,16.392796,10.738203,3860.94208,0.94,12.86
ENSG,"The Ensign Group, Inc.",Healthcare,116.58,26.087557,21.648184,6391.518208,0.21,5.3000003
ENTA,"Enanta Pharmaceuticals, Inc.",Healthcare,12.05,,-2.5796177,257.045392,,
ENV,"Envestnet, Inc.",Technology,52.2,,19.503817,2792.93696,,
ENVA,"Enova International, Inc.",Financial Services,62.82,9.914391,5.622934,1583.33056,,
ENVX,Enovix Corporation,Industrials,9.75,,-10.460675,1561.976064,,
EOLS,"Evolus, Inc.",Healthcare,12.9,,-42.299995,732.983232,,
EP,Empire Petroleum Corporation,Energy,6.86,,,152.92056,,
EPAC,Enerpac Tool Group Corp.,Industrials,32.12,26.922415,15.234146,1690.461184,0.13,3.45
EPC,Edgewell Personal Care Company,Consumer Defensive,37.81,16.764706,12.227722,1861.080704,1.62,27.15
EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,25.14,20.932772,20.586777,3900.357888,4.58,93.28
EQBK,"Equity Bancshares, Inc.",Financial Services,34.23,65.7,7.4999995,506.819616,1.46,88.0
EQC,Equity Commonwealth,Real Estate,19.37,27.300001,-191.1,2039.266432,,
ERAS,"Erasca, Inc.",Healthcare,1.75,,-1.6057693,252.315296,,
ERII,"Energy Recovery, Inc.",Industrials,15.97,57.444443,47.0,876.59264,,
ESE,ESCO Technologies Inc.,Technology,104.81,28.455309,21.62845,2628.77568,0.31,8.939999
ESGR,Enstar Group Limited,Financial Services,274.77,6.203859,6.6722503,4280.729088,,
ESNT,Essent Group Ltd.,Financial Services,56.21,8.853932,8.344932,5888.881664,1.8099999,15.73
ESPR,"Esperion Therapeutics, Inc.",Healthcare,2.04,,-6.294118,382.895264,,
ESQ,"Esquire Financial Holdings, Inc.",Financial Services,53.0,10.154787,9.049002,413.232192,1.0,9.67
ESRT,"Empire State Realty Trust, Inc.",Real Estate,10.12,28.848486,73.230774,2666.628352,1.47,42.419997
ETD,Ethan Allen Interiors Inc.,Consumer Cyclical,30.73,9.336538,9.613861,739.890304,4.94,44.869998
ETRN,Equitrans Midstream Corporation,Energy,10.4,13.958903,12.580246,4414.929408,5.89,82.19
ETWO,"E2open Parent Holdings, Inc.",Technology,3.94,,22.117647,1150.556288,,
EVBG,"Everbridge, Inc.",Technology,22.61,,11.893618,918.305088,,
EVC,Entravision Communications Corporation,Communication Services,4.15,403.00003,13.433333,411.559744,4.96,1750.0
EVCM,EverCommerce Inc.,Technology,9.89,,17.392857,1837.538688,,
EVER,"EverQuote, Inc.",Communication Services,12.69,,-15.7875,421.416384,,
EVGO,"EVgo, Inc.",Consumer Cyclical,2.42,,-4.490196,685.52064,,
EVH,"Evolent Health, Inc.",Healthcare,29.81,,26.026548,3380.973568,,
EVLV,"Evolv Technologies Holdings, Inc.",Industrials,4.57,,-19.863636,660.459968,,
EVRI,Everi Holdings Inc.,Consumer Cyclical,10.5,8.897436,9.914286,890.748288,,
EVTC,"EVERTEC, Inc.",Technology,40.87,26.596027,13.386666,2642.347264,0.5,13.25
EWCZ,"European Wax Center, Inc.",Consumer Defensive,15.03,106.0,32.97778,926.6304,,
EWTX,"Edgewise Therapeutics, Inc.",Healthcare,17.12,,-8.959799,1645.200896,,
EXLS,"ExlService Holdings, Inc.",Technology,32.08,29.790478,19.428572,5158.79168,,
EXPI,"eXp World Holdings, Inc.",Real Estate,12.51,412.6667,77.375,1910.902528,1.61,616.67
EXPO,"Exponent, Inc.",Industrials,90.34,44.540405,40.828705,4464.389632,1.17999995,51.52
EXPR,"Express, Inc.",Consumer Cyclical,7.11,0.12978068,-0.46981627,26.823222,,
EXTR,"Extreme Networks, Inc.",Technology,13.51,19.300001,8.947021,1737.710208,,
EYE,"National Vision Holdings, Inc.",Consumer Cyclical,19.54,,34.563637,1487.448832,,
EYPT,"EyePoint Pharmaceuticals, Inc.",Healthcare,25.74,,-14.961112,1315.228928,,
EZPW,"EZCORP, Inc.",Financial Services,8.54,12.463769,8.349515,470.567072,,
FA,First Advantage Corporation,Industrials,16.6,56.44828,15.299066,2375.614464,,
FARO,"FARO Technologies, Inc.",Technology,23.23,,37.73333,429.125344,,
FATE,"Fate Therapeutics, Inc.",Healthcare,5.52,,-3.0344827,607.388288,,
FBIZ,"First Business Financial Services, Inc.",Financial Services,38.0011,8.491917,6.9772296,305.734464,2.72,21.020001
FBK,FB Financial Corporation,Financial Services,38.4,14.4941635,12.756849,1745.121536,1.66,23.35
FBMS,"The First Bancshares, Inc.",Financial Services,25.97,10.640167,9.082143,798.496896,3.7,37.66
FBNC,First Bancorp,Financial Services,35.35,13.66008,11.835617,1420.7616,2.55,34.78
FBP,First BanCorp.,Financial Services,17.18,9.754386,9.114754,2823.974144,3.36,32.75
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,13.19,8.780822,7.817073,1052.178368,11.08,97.260004
FC,Franklin Covey Co.,Industrials,42.38,31.59375,19.257143,537.293888,,
FCBC,"First Community Bankshares, Inc.",Financial Services,36.11,12.83895,14.839827,634.262272,3.3800002000000005,43.45
FCEL,"FuelCell Energy, Inc.",Industrials,1.21,,-4.2857146,542.1648,,
FCF,First Commonwealth Financial Corporation,Financial Services,14.83,9.097403,8.98077,1430.631168,3.5700000000000003,32.18
FCFS,"FirstCash Holdings, Inc.",Financial Services,117.5,23.0,16.051748,5177.033728,1.2200001,26.85
FCPT,"Four Corners Property Trust, Inc.",Real Estate,23.85,21.675924,22.084908,2122.81408,5.89,125.93
FCUV,Focus Universal Inc.,Technology,1.63,,,98.529136,,
FDMT,"4D Molecular Therapeutics, Inc.",Healthcare,17.84,,-5.564516,737.499584,,
FDP,Fresh Del Monte Produce Inc.,Consumer Defensive,25.04,10.459575,10.19917,1182.973952,3.25,29.790002
FEAM,"5E Advanced Materials, Inc.",Basic Materials,1.46,,-2.151515,89.865832,,
FELE,"Franklin Electric Co., Inc.",Industrials,96.73,22.823244,21.569796,4348.03456,1.06,21.069999
FF,FutureFuel Corp.,Basic Materials,5.78,8.636363,7.1249995,249.450224,4.21,36.360002
FFBC,First Financial Bancorp.,Financial Services,23.03,8.334573,9.790393,2133.065728,4.099999700000001,34.2
FFIC,Flushing Financial Corporation,Financial Services,16.98,16.697918,12.236642,462.721984,5.4899998,91.67
FFIE,Faraday Future Intelligent Electric Inc.,Consumer Cyclical,0.1387,,-0.026335284,17.295232,,
FFIN,"First Financial Bankshares, Inc.",Financial Services,32.15,22.467627,19.891718,4457.051648,2.31,51.080000000000005
FFWM,First Foundation Inc.,Financial Services,10.33,,8.206897,537.571584,0.42,28.21
FGBI,"First Guaranty Bancshares, Inc.",Financial Services,12.8,12.39394,24.54,152.5296,5.12,64.64999999999999
FGEN,"FibroGen, Inc.",Healthcare,1.75,,-1.4117646,188.813184,,
FHI,"Federated Hermes, Inc.",Financial Services,35.98,10.282352,8.74,3015.467776,3.2,32.650003
FHTX,Foghorn Therapeutics Inc.,Healthcare,3.35,,-1.4133334,134.250384,,
FIGS,"FIGS, Inc.",Consumer Cyclical,5.89,64.0,44.307697,974.217664,,
FISI,"Financial Institutions, Inc.",Financial Services,21.43,6.63492,6.1470585,322.006304,5.74,38.099998
